id_lysi,date,volume,method,NO3_N,NH4_N,SO4,NO2_N,Chlorid,Phosphat,Bromid,Lithium,Natrium,Kalium,Magnesium,Calcium,Fluorid
3,2025-03-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-03-11,0.72,IC,17.51,0,11.89,0.05,5.05,0,0,0.04,10.21,24.94,5.77,57.03,0.18
5,2025-03-11,1.27,IC,50.16,0,25.34,0.04,17.11,0.16,0,0.05,49.3,248.59,24.83,74.72,0.17
6,2025-03-11,0.81,IC,16.35,0,12.51,0.03,4.38,0,0,0.04,10.65,16.53,5.18,46.11,0.2
7,2025-03-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-03-11,0.67,IC,20.17,0,11.19,0.05,5.16,0,0,0,4.84,3.33,6.82,68.14,0.16
9,2025-03-11,1.42,IC,44.92,0,22.56,0.03,20.46,0.16,0,0.04,39.86,215.51,26.47,87.14,0.14
10,2025-03-11,0.93,IC,18.25,0,11,0.03,3.73,0,0,0.04,11.33,18.17,5.03,53.09,0.18
11,2025-03-11,1.39,IC,49.67,0,29.7,0.04,21.62,0.07,0,0.04,39.28,196.39,24.49,85.37,0.15
12,2025-03-11,0.91,IC,18.58,0,11.44,0.03,6.24,0,0,0.05,16.14,48.17,6.23,48.69,0.18
13,2025-03-11,1.33,IC,46.35,0,22,0.03,12.53,0.09,0,0.04,40.47,215.42,25.36,77.15,0.14
14,2025-03-11,0.85,IC,14.85,0,9.84,0.03,3.29,0,0,0.05,13.6,39.56,5.41,44.43,0.18
15,2025-03-11,1.31,IC,37.85,0,21.87,0.04,11.82,0.09,0,0.04,41.76,198.68,24.24,85.11,0.16
16,2025-03-11,0.88,IC,16.47,0,11.56,0.04,4.74,0,0,0.05,15.68,32.6,6.24,55.69,0.17
17,2025-03-11,1.39,IC,45.98,0,22.43,0.03,17.77,0.03,0,0.04,44.98,209.45,26.46,78.68,0.15
18,2025-03-11,0.87,IC,14.76,0,10.33,0.03,2.85,0,0,0.05,12.29,33.93,7.48,62.93,0.13
19,2025-03-11,1.29,IC,48.58,0,20.63,0.04,11.37,0.09,0,0.05,49.17,254.16,23.5,63.2,0.16
20,2025-03-11,0.84,IC,17.88,0,11.78,0.03,4.38,0,0,0.04,14.21,21.07,8.15,84.21,0.13
21,2025-03-11,1.32,IC,34.41,0,19.94,0.03,8.23,0.03,0,0.04,40.81,198.91,23.8,67,0.15
22,2025-03-11,0.8,IC,19.64,0,12.82,0.04,6.48,0,0,0.04,9.95,23.25,5.83,59.5,0.2
23,2025-03-11,1.32,IC,38.67,0,23.54,0.02,14.9,0.03,0,0.05,46.98,221.2,26.98,73.63,0.15
24,2025-03-11,1.02,IC,18.75,0,15.01,0.05,8.59,0,0,0.04,11,17.39,6.66,67.54,0.18
25,2025-03-11,1.3,IC,44.58,0,25.17,0.04,16.27,0.01,0,0.04,43.22,210.25,28.41,84.64,0.15
26,2025-03-11,0.73,IC,19.21,0,12.5,0.03,6.36,0,0,0.04,11.3,15.93,6.91,59.8,0.15
27,2025-03-11,1.27,IC,46.3,0,33.53,0.03,24.9,0,0,0.04,46.71,218.07,28.66,87.18,0.14
28,2025-03-11,0.88,IC,25.42,0,19.08,0.04,10.05,0,0,0.04,12.78,15.4,7.23,72.56,0.17
29,2025-03-11,1.15,IC,8.62,0,26.57,0,16.86,0.11,0,0,34.59,227.27,33.47,92.7,0.07
30,2025-03-11,1.03,IC,16.53,0,11.93,0.05,8.1,0,0,0.04,8.53,7.34,6.72,68.25,0.16
31,2025-03-11,1.19,IC,28.98,0,29.43,0.03,17.92,0.21,0,0.04,51.73,248.89,21.51,51.66,0.17
32,2025-03-11,0.73,IC,14.97,0,15.62,0.06,4.72,0,0,0,7.09,6.75,8.06,78.91,0.16
1,2025-03-25,0.82,IC,38.08,0,36.39,0.04,23.73,0.02,0,0,35.56,196.06,21.34,76.69,0.19
2,2025-03-25,0.0600000000000001,IC,13.98,0,16.67,0.06,9.02,0,0,0.04,14.91,22.71,7.56,62.34,0.14
3,2025-03-25,0.01,IC,1.1,0,13.11,0.03,7.81,0.18,0,0,7.75,4.7,10.8,76.47,0.11
4,2025-03-25,0.23,IC,15.4,0,12.79,0.07,4.67,0,0,0.04,15.05,32.31,5.94,52.07,0.17
5,2025-03-25,0.82,IC,48.84,0,26.3,0.04,15.66,0.06,0,0.05,53.99,255.87,22.41,63.51,0.19
6,2025-03-25,0.19,IC,15.14,0,14.02,0.05,4.8,0,0,0.04,15.6,21.84,5.22,40.84,0.18
7,2025-03-25,0.01,IC,1.51,5.2,31.82,0.04,9.77,9.56,0.01,0,7.66,6,8.72,74.26,0.15
8,2025-03-25,0.3,IC,18.97,0,11.91,0.06,4.62,0,0,0,5.51,4.35,6.94,65.52,0.15
9,2025-03-25,1.01,IC,45.15,0,23.51,0.03,18.87,0.02,0,0.04,42.01,218.56,24.49,76.1,0.15
10,2025-03-25,0.0600000000000001,IC,12.54,0,12.55,0.05,5.24,0,0,0.04,15.99,22.96,5.78,45.78,0.18
11,2025-03-25,1,IC,49.39,0,30.44,0.04,20.85,0,0,0.04,44.06,208.03,22.85,75.91,0.15
12,2025-03-25,0.63,IC,17.7,0,11.44,0.06,4.72,0,0,0.06,21.6,66.23,6.21,41.17,0.16
13,2025-03-25,0.78,IC,46.47,0,24.11,0.04,12.31,0,0,0.04,44.57,221.61,23.93,70.89,0.15
14,2025-03-25,0.37,IC,14.33,0,11.13,0.05,3.32,0,0,0.05,19.53,53.28,5.46,40.22,0.17
15,2025-03-25,0.76,IC,38.31,0,24.25,0.04,11.59,0,0,0.04,42.83,197.99,22.88,78.07,0.16
16,2025-03-25,0.38,IC,16.74,0,14.04,0.04,4.99,0,0,0.06,23.9,53.92,6.32,46.36,0.15
17,2025-03-25,0.9,IC,44.9,0,24.09,0.04,17.39,0,0,0.05,50.24,214.06,23.91,72.04,0.16
18,2025-03-25,0.13,IC,13.19,0,11.02,0.03,3.45,0,0,0.06,18,49.01,7.32,52.73,0.11
19,2025-03-25,0.78,IC,47.76,0,22.69,0.04,11.05,0,0,0.05,56.67,268.94,21.84,56.65,0.19
20,2025-03-25,0.0700000000000001,IC,13.87,0,14.27,0.4,5.21,0,0,0.05,22.79,32.81,8.31,70.2,0.12
21,2025-03-25,0.93,IC,34.05,0,20.9,0.04,7.7,0.01,0,0.04,43.8,204.45,21.81,57.83,0.16
22,2025-03-25,0.15,IC,17.09,0,14.38,0.04,6.58,0,0,0.05,17.1,32.12,6.12,53.43,0.18
23,2025-03-25,0.87,IC,38.12,0,24.35,0.04,13.41,0.01,0,0.05,50.47,232.86,25.39,65.19,0.16
24,2025-03-25,0.47,IC,18.74,0,16.48,0.05,8.33,0,0,0.04,15.71,26.18,6.41,58.4,0.18
25,2025-03-25,0.77,IC,43.69,0,25.27,0.05,15.43,0,0,0.04,45.44,210.57,25.87,74.82,0.16
26,2025-03-25,0.03,IC,9.35,0,13.49,0.03,7.14,0,0,0,11.5,11.65,7.37,54.2,0.12
27,2025-03-25,0.91,IC,46.92,0,0,0.04,24.58,0,0,0.05,53.12,223.48,25.76,74.51,0.15
28,2025-03-25,0.85,IC,25.17,0,19.16,0.04,8.81,0,0,0.04,14.49,19.53,6.98,68.07,0.17
29,2025-03-25,0.85,IC,4.03,0,18.67,0.02,15.98,0.16,0.02,0,34.85,235.89,36.16,31.83,0.07
30,2025-03-25,0.96,IC,17.07,0,13.4,0.05,7.66,0,0,0.04,11.71,9.93,6.51,63.35,0.16
31,2025-03-25,0.74,IC,29.32,0,30.99,0.04,17.52,0.18,0.02,0.05,60,268.14,18.36,40.98,0.19
32,2025-03-25,0.0600000000000001,IC,10.97,0,16.61,0.09,5.78,0,0,0,8.37,6.91,7.74,62.48,0.16
1,2025-04-08,1,IC,37.6,0,36.25,0.05,21.52,0,0,0,34.71,214.61,22.69,75.49,0.22
2,2025-04-08,0.05,IC,4.21,0.16,25.49,0.04,7.21,0,0,0.04,33.61,54.49,7.14,58.31,0.18
3,2025-04-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-04-08,0.26,IC,7.83,0,12.51,0.06,3.42,0,0,0.04,18.25,38.21,5.41,46.67,0.21
5,2025-04-08,0.15,IC,32.49,0,25.58,0.08,13.8,0.82,0,0.05,58.36,272.65,21.25,58.36,0.23
6,2025-04-08,0.05,IC,12.81,0,15.67,0.09,4.97,0,0,0.03,21.19,22.86,5.22,40.15,0.21
7,2025-04-08,0,IC,0.97,2.29,12.56,0.09,7.82,10.99,0.02,0,6.25,6.75,6.72,50.3,0.24
8,2025-04-08,0.38,IC,13,0,11.83,0.06,3.45,0,0,0,5.21,4.68,6.23,61.83,0.21
9,2025-04-08,0.65,IC,41.05,0,23.54,0.04,17.04,0.76,0,0.03,45.6,229.98,24.31,68.83,0.18
10,2025-04-08,0.33,IC,10.52,0,12.55,0.06,3,0,0,0.04,26.84,41.69,3.82,37.45,0.25
11,2025-04-08,0.46,IC,35.35,0.05,30.03,0.04,18.83,0.81,0,0.04,44.55,213.76,21.73,66.04,0.18
12,2025-04-08,0.85,IC,10.74,0,10.79,0.06,3.08,0,0,0.04,15.32,48.48,5.53,43.57,0.22
13,2025-04-08,0.19,IC,36.48,0,26.18,0.05,12.21,0.73,0,0.03,53.44,231.57,22.52,67.49,0.19
14,2025-04-08,0.5,IC,10.33,0,11.48,0.04,2.48,0,0,0.04,18.3,49.71,5.35,39.42,0.21
15,2025-04-08,0.13,IC,28.96,0,27.09,0,12.68,0.73,0,0.04,46.57,196.21,22.09,76.16,0.19
16,2025-04-08,0.37,IC,8.85,0,14.26,0.05,3.37,0,0,0.05,27.15,64.05,7.66,52.68,0.15
17,2025-04-08,0.31,IC,33.24,0,24.34,0.04,17.06,0.69,0,0.05,58.69,227.95,23.44,70.9,0.19
18,2025-04-08,0.23,IC,13.49,0,11.71,0.04,3.34,0,0,0.06,25.91,67.8,8.38,62.01,0.14
19,2025-04-08,0.17,IC,41.17,0,22.97,0.05,10.45,0.7,0,0.05,60.17,285.6,22.03,59.84,0.23
20,2025-04-08,0.02,IC,7.47,0,15.81,0.09,6.08,0,0,0.04,26.32,32.69,8.81,69.19,0.12
21,2025-04-08,0.34,IC,32.27,0,21.88,0.04,7.49,0.72,0,0.04,44.54,211.42,21.27,55.71,0.2
22,2025-04-08,0.0900000000000001,IC,15.43,0,16.01,0.04,6.81,0,0.01,0.05,23.61,48.29,5.31,43.14,0.24
23,2025-04-08,NA,IC,34.66,0,24.11,0.04,12.42,0.69,0,0.05,57.64,253.1,25.11,60.66,0.19
24,2025-04-08,0.78,IC,18.82,0,16.78,0.05,7.08,0,0,0.03,16.25,33.2,6.12,54.83,0.21
25,2025-04-08,0.23,IC,31.56,0,25.33,0.12,14.66,0.7,0,0.03,46.49,211.5,24.57,70.1,0.19
26,2025-04-08,0,IC,1,0,12.73,0.04,8.07,0.71,0,0,7.73,2.15,6.81,49.27,0.09
27,2025-04-08,NA,IC,47.4,0,34.66,0.06,23.62,0,0,0.04,55.96,237.64,26.35,70.65,0.19
28,2025-04-08,1.45,IC,24.18,0,17.87,0.04,7.3,0,0,0.03,13.31,21.72,7.22,71.15,0.2
29,2025-04-08,0.71,IC,2.59,0,13.61,0.08,15.28,0.94,0.02,0,36.71,253.17,42.64,51.59,0.1
30,2025-04-08,NA,IC,17.6,0,13.53,0.05,6.45,0,0,0.03,11.43,12.05,6.64,66.78,0.2
31,2025-04-08,NA,IC,18.23,0,30.14,0.07,14.79,0.88,0.02,0.04,71.59,294.72,16.53,30.74,0.23
32,2025-04-08,0.01,IC,0.33,0,11.66,0.05,6.73,0,0,0,6.68,1.88,7.47,53.4,0.44
1,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-04-22,0,IC,0.35,0,6.96,0.04,3.33,0,0,0,4.5,1.7,3.79,31.35,0.21
3,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-04-22,0,IC,0.93,0,9.21,0.26,4.91,0,0.02,0,6.04,2.78,4.71,35.81,0.06
5,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-04-22,0,IC,1.24,0.62,20.53,0.11,10.18,2.61,0.02,0,10.22,3.48,6.7,44.22,0.12
7,2025-04-22,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-04-22,0,IC,9.47,0,25.5,0.04,13.67,0,0,0.03,21.65,49.99,11.75,66.69,0.35
10,2025-04-22,0,IC,1.73,0,16.71,0.05,12.34,0,0.02,0,12.8,4.18,6.37,44.47,0.1
11,2025-04-22,0.01,IC,1.54,1.11,14.77,0.15,8,0.96,0,0.03,10.34,15.66,9.17,62.32,0.1
12,2025-04-22,0,IC,0.93,1.88,10.43,0.43,5.12,1.24,0,0,5.4,3.89,2.93,21.99,0.06
13,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-04-22,0,IC,0.18,0,1.8,0,0.84,0,0,0,0.96,0.4,1.24,21.04,0.04
17,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-04-22,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-04-22,0.02,IC,2.99,0,16.8,0.08,5.14,0,0,0.04,29.75,39.4,8.53,63.28,0.15
21,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-04-22,0.01,IC,0.69,0,8.86,0.04,5.55,0,0,0,6.1,2.06,3.7,34.51,0.26
23,2025-04-22,0.01,IC,1.74,0,12.97,0.04,6.46,0,0,0.03,13.16,27.74,10.24,54.92,0.2
24,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-04-22,0,IC,0.55,0,4.8,0.06,2.1,0,0,0,2.52,0.76,2.56,31.63,0.05
27,2025-04-22,0.01,IC,6.02,0.17,14.64,0.04,11.39,0.75,0,0.03,20.23,73.45,10.38,55.46,0.27
28,2025-04-22,0,IC,1.78,0,16.07,0.04,7.81,0,0,0,9.13,3.96,4.95,33.61,0.49
29,2025-04-22,0.01,IC,4.89,0,10.05,0.04,5.02,0.9,0,0,8.81,20.39,17.6,60.73,0.14
30,2025-04-22,0.02,IC,4.25,0.36,13.72,0.06,6.77,0,0,0,8.59,5.3,6.58,54.76,0.18
31,2025-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-04-22,0,IC,0.7,0,7.63,0.05,4.19,0,0,0,5.01,1.36,3.78,33.37,0.05
1,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-05-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
